arquivo,similaridade,gabarito
IMG_3619.JPG,0.253300,nao_esta
IMG_3538.JPG,0.252900,nao_esta
IMG_2998.JPG,0.252600,nao_esta
IMG_3716.JPG,0.252300,nao_esta
IMG_3130.JPG,0.251600,nao_esta
IMG_3553.JPG,0.250600,nao_esta
IMG_3723.JPG,0.247500,esta
IMG_3223.JPG,0.247300,nao_esta
IMG_2997.JPG,0.245500,nao_esta
IMG_3624.JPG,0.244700,nao_esta
IMG_3056.JPG,0.244300,nao_esta
IMG_2989.JPG,0.243700,nao_esta
IMG_3542.JPG,0.241900,nao_esta
IMG_3586.JPG,0.241600,nao_esta
IMG_3106.JPG,0.238600,nao_esta
IMG_3201.JPG,0.238600,nao_esta
IMG_3232.JPG,0.237600,nao_esta
IMG_3021.JPG,0.237000,nao_esta
IMG_3160.JPG,0.229000,nao_esta
IMG_3537.JPG,0.228000,nao_esta
IMG_3073.JPG,0.227700,nao_esta
IMG_3700.JPG,0.226900,nao_esta
IMG_3076.JPG,0.226500,nao_esta
IMG_3592.JPG,0.225600,nao_esta
IMG_3678.JPG,0.224600,rosto_errado
IMG_1129.JPG,0.224400,nao_esta
IMG_3754.JPG,0.224000,nao_esta
IMG_3561.JPG,0.222600,nao_esta
IMG_2996.JPG,0.221100,nao_esta
IMG_3008.JPG,0.220600,nao_esta
IMG_3731.JPG,0.220600,nao_esta
IMG_3093.JPG,0.220300,nao_esta
IMG_3233.JPG,0.220000,nao_esta
IMG_3650.JPG,0.220000,nao_esta
IMG_3712.JPG,0.217900,nao_esta
IMG_3119.JPG,0.217400,nao_esta
IMG_3689.JPG,0.217000,rosto_errado
IMG_3625.JPG,0.216500,nao_esta
IMG_3634.JPG,0.216100,nao_esta
IMG_3615.JPG,0.215600,nao_esta
IMG_3156.JPG,0.211000,nao_esta
IMG_3080.JPG,0.210500,nao_esta
IMG_3558.JPG,0.210300,nao_esta
IMG_3671.JPG,0.209200,rosto_errado
IMG_3646.JPG,0.207000,nao_esta
IMG_3061.JPG,0.205600,nao_esta
IMG_3719.JPG,0.205200,nao_esta
IMG_3664.JPG,0.204100,nao_esta
IMG_3663.JPG,0.201100,nao_esta
IMG_3666.JPG,0.201000,nao_esta
IMG_3078.JPG,0.200900,nao_esta
IMG_3142.JPG,0.200300,nao_esta
IMG_3690.JPG,0.199900,rosto_errado
IMG_3010.JPG,0.199800,nao_esta
IMG_3136.JPG,0.198700,nao_esta
IMG_3181.JPG,0.195400,nao_esta
IMG_3526.JPG,0.195400,nao_esta
IMG_3599.JPG,0.194300,nao_esta
IMG_3071.JPG,0.193800,nao_esta
IMG_3725.JPG,0.192500,nao_esta
IMG_3224.JPG,0.190000,nao_esta
IMG_3109.JPG,0.187200,nao_esta
IMG_3667.JPG,0.187200,nao_esta
IMG_3527.JPG,0.186900,nao_esta
IMG_3137.JPG,0.186300,nao_esta
IMG_3126.JPG,0.186100,nao_esta
IMG_3574.JPG,0.184200,nao_esta
IMG_3012.JPG,0.181300,nao_esta
IMG_3004.JPG,0.180700,nao_esta
IMG_3152.JPG,0.180700,nao_esta
IMG_3711.JPG,0.179200,nao_esta
IMG_3590.JPG,0.177900,nao_esta
IMG_3626.JPG,0.177400,nao_esta
IMG_3594.JPG,0.176100,nao_esta
IMG_3600.JPG,0.171900,nao_esta
IMG_3659.JPG,0.165900,nao_esta
IMG_3100.JPG,0.165000,nao_esta
IMG_3235.JPG,0.164500,nao_esta
IMG_3018.JPG,0.161500,nao_esta
IMG_3734.JPG,0.161300,nao_esta
IMG_3582.JPG,0.160900,nao_esta
IMG_3009.JPG,0.158400,nao_esta
IMG_3011.JPG,0.154500,nao_esta
IMG_3658.JPG,0.154500,nao_esta
IMG_3079.JPG,0.153600,nao_esta
IMG_3668.JPG,0.147600,nao_esta
IMG_3616.JPG,0.145500,nao_esta
IMG_3077.JPG,0.145400,nao_esta
IMG_3583.JPG,0.144400,nao_esta
IMG_3001.JPG,0.143200,nao_esta
IMG_1130.JPG,0.141100,nao_esta
IMG_3627.JPG,0.138300,nao_esta
IMG_3614.JPG,0.135400,nao_esta
IMG_3185.JPG,0.133200,nao_esta
IMG_3707.JPG,0.130800,nao_esta
IMG_3135.JPG,0.129200,nao_esta
IMG_3709.JPG,0.126900,nao_esta
IMG_3085.JPG,0.125400,nao_esta
IMG_3733.JPG,0.123700,nao_esta
IMG_3068.JPG,0.113000,nao_esta
IMG_3138.JPG,0.112600,nao_esta
IMG_3226.JPG,0.112100,nao_esta
IMG_3043.JPG,0.109400,nao_esta
IMG_3579.JPG,0.106900,nao_esta
IMG_3065.JPG,0.099200,nao_esta
IMG_3578.JPG,0.099000,nao_esta
IMG_3631.JPG,0.094900,nao_esta
IMG_3134.JPG,0.089300,nao_esta
IMG_3058.JPG,0.087000,nao_esta
IMG_3585.JPG,0.084600,nao_esta
IMG_3055.JPG,0.078000,nao_esta
IMG_3112.JPG,0.072200,nao_esta
IMG_3114.JPG,0.069800,nao_esta
IMG_3598.JPG,0.065900,nao_esta
IMG_3124.JPG,0.062400,nao_esta
IMG_3121.JPG,0.059900,nao_esta
IMG_3755.JPG,0.055300,nao_esta
IMG_3067.JPG,0.054800,nao_esta
IMG_3584.JPG,0.054400,nao_esta
IMG_3580.JPG,0.048700,nao_esta
